frame,DetObj#,x,y,z,v,snr,noise
 , , , , , , , 
0,0,1.7488065958023071,1.5568747520446777,-0.6617400646209717,0.09796791523694992,229,408
0,1,0.4635390639305115,0.42061951756477356,-0.15536288917064667,-0.6857753992080688,227,340
0,2,0.5056790113449097,0.3996436595916748,-0.1979178786277771,-0.6857753992080688,227,342
0,3,0.513007640838623,0.1387651264667511,-0.24760577082633972,-0.5878074765205383,230,328
 , , , , , , , 
0,0,0.3114689290523529,0.4833376109600067,-0.11451231688261032,-0.6857753992080688,241,334
0,1,0.3655179738998413,0.47367388010025024,-0.1449289172887802,-0.6857753992080688,236,345
0,2,0.3893361985683441,0.28936654329299927,-0.11418137699365616,-0.4898395836353302,242,330
0,3,0.41223829984664917,0.307058185338974,-0.11918571591377258,-0.4898395836353302,277,330
0,4,0.435140460729599,0.3231624364852905,-0.12823915481567383,-0.4898395836353302,279,331
0,5,0.45804256200790405,0.3402695655822754,-0.13473989069461823,-0.4898395836353302,243,338
 , , , , , , , 
0,0,0.3957487940788269,0.23538753390312195,-0.08927486091852188,-0.4898395836353302,298,329
0,1,0.4204830825328827,0.2543823719024658,-0.0826839804649353,-0.4898395836353302,343,330
0,2,0.4452173709869385,0.2723713517189026,-0.07762542366981506,-0.4898395836353302,357,328
0,3,0.46995168924331665,0.29041221737861633,-0.07094098627567291,-0.4898395836353302,330,333
0,4,0.513007640838623,0.2766980230808258,-0.06326600909233093,-0.4898395836353302,253,354
0,5,0.2931472361087799,0.4237276613712311,-0.2797513008117676,-0.4898395836353302,253,354
 , , , , , , , 
0,0,0.3719305694103241,0.17068277299404144,-0.031116589903831482,-0.4898395836353302,240,343
0,1,0.3984970450401306,0.18214787542819977,-0.037103816866874695,-0.4898395836353302,300,343
0,2,0.42506352066993713,0.1935146301984787,-0.04321445897221565,-0.4898395836353302,325,340
0,3,0.45162996649742126,0.2042239010334015,-0.05173027887940407,-0.4898395836353302,317,338
0,4,0.4781964123249054,0.21323427557945251,-0.06549585610628128,-0.4898395836353302,261,350
0,5,0.26108425855636597,0.35140135884284973,-0.04131026938557625,-0.19593583047389984,258,341
0,6,0.278489887714386,0.3756391406059265,-0.03651066869497299,-0.19593583047389984,324,340
0,7,0.28032204508781433,0.4103732407093048,-0.03696495667099953,-0.19593583047389984,353,339
0,8,0.296811580657959,0.43432506918907166,-0.041170235723257065,-0.19593583047389984,350,339
0,9,0.295895516872406,0.4693829119205475,-0.04849741607904434,-0.19593583047389984,303,356
 , , , , , , , 
0,0,0.3719305694103241,0.17177776992321014,-0.024356679990887642,-0.29390373826026917,288,344
0,1,0.3847557604312897,0.20944879949092865,-0.03806103765964508,-0.29390373826026917,317,343
0,2,0.4104061424732208,0.21927601099014282,-0.058984946459531784,-0.19593583047389984,320,342
0,3,0.23451779782772064,0.3872711658477783,-0.12254321575164795,-0.19593583047389984,320,342
0,4,0.14016102254390717,0.47515228390693665,0.05420554429292679,-0.19593583047389984,325,355
0,5,0.1484057903289795,0.505191445350647,0.034463152289390564,-0.19593583047389984,306,381
0,6,0.15665055811405182,0.5341083407402039,0.02037969045341015,-0.19593583047389984,284,379
0,7,0.16489532589912415,0.5624951124191284,0.012247593142092228,-0.19593583047389984,228,377
 , , , , , , , 
0,0,0.33345499634742737,0.1842690408229828,-0.009129812009632587,-0.09796791523694992,280,335
0,1,0.3591053783893585,0.19851744174957275,-0.008207038976252079,-0.09796791523694992,331,332
0,2,0.3984970450401306,0.18587638437747955,-0.0021238529589027166,-0.09796791523694992,347,332
0,3,0.42506352066993713,0.1982542723417282,0.0032628823537379503,-0.09796791523694992,324,341
0,4,0.12458758056163788,0.48184776306152344,0.025568097829818726,-0.09796791523694992,287,362
0,5,0.1484057903289795,0.5054041743278503,0.031188763678073883,-0.09796791523694992,246,397
 , , , , , , , 
0,0,0.33345499634742737,0.1842353790998459,-0.009785452857613564,-0.09796791523694992,289,336
0,1,0.3591053783893585,0.1985180675983429,-0.008191676810383797,-0.09796791523694992,333,333
0,2,0.3847557604312897,0.21280968189239502,-0.0054298024624586105,-0.09796791523694992,336,335
0,3,0.42506352066993713,0.19817602634429932,-0.006454866379499435,-0.09796791523694992,309,345
0,4,0.2052030712366104,0.412160187959671,-0.08949912339448929,-0.09796791523694992,309,345
0,5,0.07786723971366882,0.4898000955581665,0.048842690885066986,-0.09796791523694992,262,370
0,6,0.24917516112327576,0.41868647933006287,-0.1047205999493599,-0.09796791523694992,262,370
0,7,0.09893719106912613,0.5128635764122009,0.07491809874773026,-0.09796791523694992,228,405
 , , , , , , , 
0,0,0.33345499634742737,0.18336854875087738,-0.020356975495815277,-0.09796791523694992,290,328
0,1,0.3591053783893585,0.19739259779453278,-0.022642718628048897,-0.09796791523694992,333,320
0,2,0.3984970450401306,0.1857806295156479,-0.006332454737275839,-0.09796791523694992,341,320
0,3,0.19237788021564484,0.3822786509990692,0.10103575140237808,-0.09796791523694992,341,320
0,4,0.08794417232275009,0.4388119876384735,0.14037185907363892,-0.09796791523694992,325,331
0,5,0.1905457079410553,0.4284842312335968,0.009381044656038284,-0.09796791523694992,325,331
0,6,0.109014131128788,0.47520196437835693,0.10320886224508286,-0.09796791523694992,324,361
0,7,0.13191625475883484,0.5042557716369629,0.08218622952699661,-0.09796791523694992,281,396
 , , , , , , , 
0,0,0.10993021726608276,0.4253028333187103,-0.019679758697748184,-0.19593583047389984,317,348
0,1,0.11725889891386032,0.4541409909725189,0.0008428912842646241,-0.19593583047389984,360,350
0,2,0.12458758056163788,0.48230984807014465,0.014428464695811272,-0.19593583047389984,355,365
0,3,0.13191625475883484,0.5103421807289124,0.02406938746571541,-0.19593583047389984,312,387
0,4,0.139244943857193,0.5383626222610474,0.03167010843753815,-0.19593583047389984,245,400
