frame,DetObj#,x,y,z,v,snr,noise
 , , , , , , , 
0,0,0.23360171914100647,0.37211331725120544,0.017786646261811256,0.09796791523694992,232,326
0,1,0.2638325095176697,0.3872227072715759,0.021104512736201286,0.09796791523694992,316,326
0,2,0.28032204508781433,0.41150858998298645,0.020815134048461914,0.09796791523694992,357,326
0,3,0.296811580657959,0.43587934970855713,0.018505306914448738,0.09796791523694992,361,329
0,4,0.31330111622810364,0.46034353971481323,0.012357574887573719,0.09796791523694992,327,338
0,5,0.3481123447418213,0.4716927111148834,0.008061873726546764,0.09796791523694992,242,366
0,6,0.278489887714386,0.3691454529762268,-0.07854563742876053,-0.19593583047389984,296,340
0,7,0.295895516872406,0.39074036478996277,-0.09011586010456085,-0.19593583047389984,336,334
0,8,0.31330111622810364,0.4129660725593567,-0.09864985197782516,-0.19593583047389984,338,332
0,9,0.33070674538612366,0.4363047480583191,-0.10245812684297562,-0.19593583047389984,299,340
 , , , , , , , 
0,0,0.2638325095176697,0.3846536874771118,0.0492783822119236,0.09796791523694992,293,332
0,1,0.28032204508781433,0.4099593758583069,0.04130269214510918,0.09796791523694992,345,330
0,2,0.296811580657959,0.43483224511146545,0.03541414812207222,0.09796791523694992,360,330
0,3,0.31330111622810364,0.45957309007644653,0.029350467026233673,0.09796791523694992,337,335
0,4,0.3297906517982483,0.48429787158966064,0.020853880792856216,0.09796791523694992,266,359
 , , , , , , , 
0,0,0.2638325095176697,0.3877502381801605,0.00604725768789649,0.09796791523694992,236,328
0,1,0.28032204508781433,0.412021279335022,0.0033260155469179153,0.09796791523694992,283,327
0,2,0.296811580657959,0.43626630306243896,-0.0022225994616746902,0.09796791523694992,296,326
0,3,0.31330111622810364,0.46037235856056213,-0.011233271099627018,0.09796791523694992,272,328
 , , , , , , , 
0,0,0.28032204508781433,0.4444909989833832,0.047725167125463486,0.09796791523694992,367,319
0,1,0.295895516872406,0.47029051184654236,0.03871883824467659,0.09796791523694992,338,330
0,2,0.3114689290523529,0.49599188566207886,0.026839548721909523,0.09796791523694992,259,357
 , , , , , , , 
0,0,0.24917516112327576,0.39253583550453186,0.061820272356271744,0.09796791523694992,263,324
0,1,0.26474860310554504,0.4162263572216034,0.07082969695329666,0.09796791523694992,314,328
0,2,0.28032204508781433,0.44154566526412964,0.06990958750247955,0.09796791523694992,332,331
0,3,0.295895516872406,0.46794188022613525,0.0608498677611351,0.09796791523694992,311,340
0,4,0.3114689290523529,0.4946924149990082,0.04480774700641632,0.09796791523694992,250,359
0,5,0.28032204508781433,0.41099312901496887,0.02927851304411888,-0.09796791523694992,278,324
0,6,0.28032204508781433,0.44647762179374695,0.02253132313489914,-0.09796791523694992,296,325
0,7,0.31330111622810364,0.45992714166641235,0.023149637505412102,-0.09796791523694992,276,331
 , , , , , , , 
0,0,0.3114689588546753,0.38138920068740845,-0.07669684290885925,-0.09796791523694992,235,327
0,1,0.31330111622810364,0.41373762488365173,-0.09536224603652954,-0.09796791523694992,271,327
0,2,0.33070674538612366,0.4328196346759796,-0.11630425602197647,-0.09796791523694992,266,334
 , , , , , , , 
0,0,0.2638325095176697,0.38675323128700256,-0.028438562527298927,-0.09796791523694992,229,337
0,1,0.28032204508781433,0.4108996093273163,-0.030563093721866608,-0.09796791523694992,266,335
0,2,0.296811580657959,0.4345453083515167,-0.03877647966146469,-0.09796791523694992,270,334
0,3,0.31330111622810364,0.45595070719718933,-0.0646362453699112,-0.09796791523694992,239,337
 , , , , , , , 
0,0,0.23451779782772064,0.39841458201408386,0.07913035899400711,-0.09796791523694992,282,320
0,1,0.24917516112327576,0.4246450960636139,0.07707998156547546,-0.09796791523694992,321,319
0,2,0.2638325095176697,0.44941747188568115,0.08274497836828232,-0.09796791523694992,322,322
0,3,0.278489887714386,0.47019004821777344,0.10766230523586273,-0.09796791523694992,288,329
 , , , , , , , 
0,0,0.26108425855636597,0.346279501914978,-0.0726633220911026,-0.7837433218955994,255,341
0,1,0.278489887714386,0.36859363317489624,-0.08109573274850845,-0.7837433218955994,296,341
0,2,0.295895516872406,0.3904639780521393,-0.09130585938692093,-0.7837433218955994,300,343
0,3,0.31330111622810364,0.41098812222480774,-0.10659060627222061,-0.7837433218955994,271,347
0,4,0.1539023071527481,0.5943869352340698,0.0446426197886467,-0.29390373826026917,228,402
0,5,0.16123098134994507,0.6236043572425842,0.032388877123594284,-0.29390373826026917,244,433
0,6,0.14748971164226532,0.6575760245323181,0.020936517044901848,-0.29390373826026917,231,463
 , , , , , , , 
0,0,0.13191625475883484,0.11883553117513657,0.30368250608444214,0.4898395836353302,245,338
0,1,0.14290928840637207,0.1504264920949936,0.31965523958206177,0.4898395836353302,307,335
0,2,0.1539023071527481,0.18089164793491364,0.33470210433006287,0.4898395836353302,334,333
0,3,0.16489532589912415,0.2093205600976944,0.3497840464115143,0.4898395836353302,322,338
 , , , , , , , 
0,0,0.5688889026641846,0.33973485231399536,0.12467335164546967,0.09796791523694992,230,401
0,1,0.0,4.019950866699219,2.4164915084838867,-0.09796791523694992,233,408
0,2,0.0,3.9900050163269043,2.5209426879882812,-0.09796791523694992,251,402
0,3,0.1484057903289795,4.1966423988342285,2.217888593673706,-0.09796791523694992,239,395
 , , , , , , , 
0,0,0.021986043080687523,0.17445026338100433,0.004520123358815908,-0.4898395836353302,243,376
0,1,0.0256503839045763,0.2035629153251648,0.003535189898684621,-0.4898395836353302,250,377
 , , , , , , , 
0,0,-0.03664340451359749,0.07329320907592773,0.12152855843305588,-0.29390373826026917,228,431
0,1,0.018321702256798744,0.140779510140419,-0.03645916283130646,-0.29390373826026917,228,431
0,2,-0.043972086161375046,0.08794175088405609,0.1458403766155243,-0.29390373826026917,242,430
0,3,0.021986043080687523,0.16849322617053986,-0.04542418196797371,-0.29390373826026917,242,430
 , , , , , , , 
0,0,-0.4049096405506134,0.2905116677284241,0.0020501697435975075,0.09796791523694992,245,453
0,1,-0.4287278354167938,0.3074812591075897,-0.00883705634623766,0.09796791523694992,233,455
 , , , , , , , 
0,0,-0.37376272678375244,0.32962578535079956,0.0011428908910602331,0.09796791523694992,237,397
 , , , , , , , 
0,0,-0.35177668929100037,0.30697494745254517,0.04487687721848488,0.09796791523694992,234,371
0,1,-0.37376272678375244,0.32549870014190674,0.05201032757759094,0.09796791523694992,241,385
0,2,-0.33711934089660645,0.3259102404117584,-0.011290033347904682,-0.09796791523694992,228,427
0,3,-0.35818928480148315,0.3462049961090088,-0.013985353522002697,-0.09796791523694992,243,433
0,4,-0.37925922870635986,0.3662872910499573,-0.020650411024689674,-0.09796791523694992,232,436
 , , , , , , , 
0,0,-0.35177668929100037,0.3071712255477905,0.04351320490241051,-0.09796791523694992,268,474
0,1,-0.37376272678375244,0.32580965757369995,0.05002526938915253,-0.09796791523694992,273,487
0,2,-0.3957487642765045,0.34340032935142517,0.06236588582396507,-0.09796791523694992,249,498
 , , , , , , , 
0,0,0.3114689588546753,0.3858843445777893,-0.04932960122823715,0.09796791523694992,249,374
0,1,0.3297906517982483,0.40848931670188904,-0.05296195298433304,0.09796791523694992,242,390
0,2,-0.2748255431652069,0.21816852688789368,0.024904973804950714,-0.19593583047389984,281,362
0,3,-0.28581857681274414,0.250789612531662,0.025357097387313843,-0.19593583047389984,324,361
0,4,-0.3078046143054962,0.2705520987510681,0.022160178050398827,-0.19593583047389984,331,367
0,5,-0.3297906517982483,0.2899836599826813,0.02240636944770813,-0.19593583047389984,314,386
0,6,-0.3664340674877167,0.2905682325363159,0.035924527794122696,-0.19593583047389984,283,417
0,7,-0.3893361985683441,0.30642053484916687,0.05363602563738823,-0.19593583047389984,240,454
0,8,-0.6522526144981384,10.226349830627441,1.9766894578933716,-0.19593583047389984,233,415
 , , , , , , , 
0,0,-0.28581854701042175,0.1550833284854889,0.13417810201644897,-0.19593583047389984,253,346
0,1,-0.30963677167892456,0.18525783717632294,0.1226184070110321,-0.19593583047389984,287,341
0,2,-0.33345499634742737,0.21614818274974823,0.10257159173488617,-0.19593583047389984,296,345
0,3,-0.3572732210159302,0.2392750233411789,0.09196607768535614,-0.19593583047389984,295,357
0,4,-0.3810914158821106,0.25873270630836487,0.08843711018562317,-0.19593583047389984,268,384
 , , , , , , , 
0,0,0.0,1.3483916521072388,-2.1301679611206055,-0.6857753992080688,239,349
0,1,0.0,1.3668463230133057,-2.1531777381896973,-0.6857753992080688,263,345
0,2,0.0,1.5151206254959106,-2.087879180908203,-0.6857753992080688,250,343
0,3,0.8244765996932983,2.4933078289031982,-0.25380024313926697,-0.5878074765205383,231,368
0,4,-0.16489532589912415,0.7238057851791382,-2.531733512878418,-0.5878074765205383,231,368
0,5,-0.29772767424583435,0.1716233342885971,0.16472500562667847,-0.09796791523694992,227,348
0,6,-0.4104061424732208,0.1256847083568573,0.18911516666412354,-0.09796791523694992,251,383
 , , , , , , , 
0,0,0.46720343828201294,0.6198903322219849,2.3677592277526855,0.6857753992080688,227,367
0,1,-0.15756665170192719,0.5153909921646118,-2.46278715133667,-0.7837433218955994,246,352
0,2,-0.07969940453767776,0.2857350707054138,-2.5330705642700195,-0.7837433218955994,242,352
 , , , , , , , 
0,0,0.2088674157857895,0.5118237137794495,0.06809845566749573,0.29390373826026917,254,402
0,1,0.21986043453216553,0.5360281467437744,0.08986873179674149,0.29390373826026917,242,432
0,2,0.2500912547111511,0.2517260015010834,0.13899299502372742,-0.09796791523694992,241,352
0,3,0.2693290412425995,0.26795101165771484,0.15523314476013184,-0.09796791523694992,240,350
 , , , , , , , 
0,0,0.19146180152893066,0.5216830968856812,-0.037624433636665344,0.3918716609477997,235,393
